log_feature,metric_feature,fusion_features,label
26066,52000,1.45E+150,[1]
26133,52000,3.07E+149,[1]
12770,52000,2514117.208,[1]
28823,52000,5550655.038,[1]
4693,52000,1.15E+150,[1]
13866,52000,1005759.435,[1]
-1,52000,2822511.545,
8985,52000,2648139.241,[1]
26342,52000,481.1912226,[0]
10202,-1,,[1]
-1,2641,31845123788,
10286,52000,59550083.55,[1]
12410,2649,34199905494,
-1,3025,37168861566,
12774,52000,76083683.6,[0]
-1,52000,2.90E+150,[1]
26305,52000,67673124.88,[1]
-1,2870,47441737945,
-1,2925,35831519046,
305,52000,55587022.28,[1]
12713,52000,74435181.26,[1]
10458,44579,3376883.991,[1]
-1,52000,2.41E+144,[1]
26147,52000,71620961.83,[1]
25850,-1,,[1]
-1,52000,73463356.81,[1]
19483,52000,66223140.24,[1]
-1,52000,56928671.01,[1]
27484,52000,5415199.855,[1]
-1,52000,5830658.54,[1]
-1,52000,71417016.15,[1]
26192,52000,1018179.38,[1]
9021,2845,19689895402,
44485,-1,,[1]
-1,2989,37204253747,
15270,2853,36906611441,
26148,52000,67131739.11,[1]
19184,52000,68941035.77,[1]
15646,52000,68594709.07,[1]
49068,-1,,[1]
9930,52000,72757386.61,[1]
26162,52000,4901028.979,[1]
28664,52000,458194.3487,[1]
-1,3062,34677153360,
26284,-1,,[1]
-1,52000,5296798.557,[1]
10651,52000,2.06E+146,[1]
-1,676,0.081897177,
25977,52000,5.51E+150,[1]
9924,2902,26054738082,
-1,2873,34502829259,
26083,52000,56143156.67,[1]
-1,2669,34394404799,
44659,52000,451586.3613,[1]
47858,52000,1018532.003,[1]
28600,52000,517315.9302,[0]
11231,52000,1046332.757,[0]
-1,52000,4766814.478,[1]
-1,52000,74603555.05,[1]
-1,52000,65290980.34,[1]
14567,-1,,[1]
25757,52000,71331532.57,[1]
26131,52000,59351319.46,[1]
16731,52000,61396490.97,[1]
25979,52000,2564998.928,[1]
26157,52000,67040612.61,[1]
29013,52000,,[1]
-1,2745,38006775812,
-1,2777,48174414787,
-1,52000,63527580.18,[1]
18875,52000,1.13E+150,[1]
-1,52000,4.53E+149,[1]
39,-1,,[1]
10030,52000,966480.0844,[1]
14925,52000,1.39E+149,[1]
13816,52000,981107.7895,[1]
25647,52000,467232.3183,[1]
10269,52000,67978003.64,[1]
23591,52000,5.62E+148,[1]
53435,52000,4895889.474,[1]
43956,52000,69465112.6,[1]
-1,1244,1.29E+11,
-1,52000,1059576.268,[1]
26147,52000,53954235.66,[1]
-1,52000,5363476.663,[1]
15056,52000,5026195.788,[1]
26324,-1,,[1]
15554,52000,74285692.69,[1]
45545,-1,,[1]
15368,2641,36671551902,
19344,52000,6.71E+150,[1]
-1,52000,2.49E+148,[0]
18893,52000,2568102.054,[1]
242,52000,55934471.51,[1]
-1,52000,63094185.36,[1]
9016,52000,73252491.53,[1]
13368,-1,,[1]
12330,52000,3.39E+150,[1]
484,-1,,[1]
-1,52000,70588228.67,[1]
-1,504,0.138226521,
26176,52000,5521224.716,[1]
25903,-1,,[1]
-1,52000,62606368.82,[1]
90,52000,491348.71,[1]
20035,52000,68015119.54,[1]
-1,52000,67432826,[1]
10183,52000,66514761.42,[1]
-1,52000,60646475.99,
16568,-1,,[1]
25886,52000,54168067.64,[1]
40408,52000,66029332.67,[1]
18438,52000,69728536.72,
37247,52000,2.80E+149,[1]
10211,52000,62524418.93,[1]
-1,52000,74087077.73,[1]
16367,52000,952109.0934,[1]
-1,52000,63779734.58,[1]
242,-1,,[1]
-1,2898,43510842356,
17317,-1,,[1]
11322,52000,56449249.17,[1]
-1,2753,41749608238,
2319,3002,26178340840,
18492,52000,65187005.67,[1]
-1,52000,5220226.605,
26064,52000,2576583.977,[1]
12648,52000,8.43E+148,[0]
26158,52000,60290833.59,[1]
14836,52000,58302974.93,[1]
-1,2793,39140265819,
-1,52000,61663256.47,[1]
2456,52000,8.17E+142,[1]
-1,52000,72453477.16,
19781,-1,,[1]
26088,52000,68105149.24,[1]
242,52000,58803755.4,[1]
9187,52000,1054133.441,[1]
26265,52000,65391572.54,[1]
-1,52000,1.85E+142,[1]
25990,52000,56295650.34,[1]
14431,52000,63148978.37,[1]
44399,-1,,[1]
12896,-1,,[1]
-1,52000,2.77E+150,[1]
26092,52000,57655310.43,[1]
242,52000,61797992,[0]
16625,52000,63666966.02,[1]
2970,52000,74068810.19,[1]
-1,52000,3.21E+149,[0]
-1,2937,44224040448,
26373,52000,59182028.97,[1]
16945,52000,2.22E+148,[1]
-1,2910,37252369630,
26174,52000,4.07E+149,[1]
-1,52000,70340202.27,[1]
-1,52000,58857295.51,[1]
-1,52000,71556832.53,
-1,628,0.065417699,
5416,52000,71637851.46,[1]
39,52000,1.43E+149,
25903,-1,,[1]
14118,52000,907914.7335,[1]
28730,52000,68373042.4,[1]
18006,-1,,[1]
-1,52000,1.68E+148,
26267,52000,1026643.478,[0]
9039,52000,2488316.045,[0]
12263,52000,75410993.63,[1]
8986,2845,20960160593,
-1,52000,2.26E+149,
-1,52000,70598491.33,[1]
-1,52000,957848.4277,[1]
9019,52000,60170716.2,[1]
26128,-1,,[1]
25940,52000,5224470.611,[1]
15479,3026,37286651394,
26006,52000,68172282.82,[1]
-1,52000,5289891.161,
36630,52000,915074.5989,[1]
2873,-1,,[1]
2905,-1,,[1]
15226,52000,66357536.96,[1]
26167,52000,55595081.89,[1]
10043,52000,2429042.328,[1]
18789,-1,,[1]
-1,52000,66334645.63,[1]
8989,52000,62119153.01,
25316,52000,5564280.753,[1]
-1,52000,75049339.34,[1]
484,52000,1122329.235,[1]
124,52000,1.24E+149,[0]
12466,52000,985678.61,[1]
-1,2597,36195810524,
505,52000,62576005.55,[1]
11234,52000,964054.4847,[1]
36138,-1,,[1]
-1,3114,31495143429,
1,2862,43178206345,
242,-1,,[1]
18719,52000,1.68E+149,[1]
-1,52000,2631252.1,[1]
-1,2829,37922093517,
22614,-1,,[1]
9021,2849,18473253862,
25999,52000,455298.2078,[1]
11232,52000,2583974.432,[0]
12580,52000,495634.5866,
-1,2829,43517645804,
8986,52000,1.82E+146,[1]
-1,52000,70743065.21,[1]
242,52000,2385978.392,[1]
26122,52000,73371433.18,[1]
13612,52000,1033901.265,[1]
15105,52000,2.84E+146,[1]
26457,52000,65876116.79,[1]
-1,2925,35878946423,
17378,52000,5.47E+142,[1]
-1,2878,45842852905,
26118,-1,,[1]
26021,52000,2536452.102,[1]
16821,52000,5675724.152,[1]
17523,-1,,[1]
12587,-1,,[1]
15951,-1,,[1]
17930,2629,34748518901,
-1,52000,,[1]
4697,52000,2830508.323,[1]
32162,52000,75298253.12,[1]
9018,2929,29881143795,
-1,2945,29643366648,
26108,52000,75846193.25,[1]
-1,52000,,[1]
8985,2829,19652033111,
-1,52000,2.21E+149,
3369,-1,,[1]
26132,52000,1012331.606,[1]
8986,-1,,[1]
10254,2577,29937782821,
17493,2981,38216432928,
-1,2877,47190637398,
3134,52000,65158532.97,[1]
18615,52000,67072618.44,
17817,52000,64037917.96,[1]
-1,52000,62515356.66,[1]
-1,52000,2489002.781,
-1,2637,24257878239,
21817,52000,2536430.573,[1]
44641,52000,4.16E+146,[1]
26191,52000,4875758.446,[1]
52441,52000,966521.0567,[1]
52229,52000,2460465.087,[1]
-1,52000,2594991.124,[1]
-1,52000,70599678.34,[0]
26205,52000,64364049.3,[1]
11038,52000,5933043.149,[0]
16410,52000,75321623.72,[1]
-1,2666,29330369739,
-1,2777,36222288610,
11197,-1,,[1]
11850,-1,,[1]
18939,52000,70753095.84,[1]
15571,52000,2.55E+150,[1]
14892,52000,4817218.74,[1]
-1,52000,1020179.566,[1]
12941,-1,,[1]
9017,52000,5148734.975,[1]
6382,-1,,[1]
26095,52000,54423179.27,[1]
12567,3062,33175912072,
-1,2585,32058368133,
-1,52000,1.28E+150,[1]
13642,52000,1.89E+148,[1]
13391,52000,58087709.4,[1]
26150,-1,,[1]
15271,2982,32001374785,
-1,2929,41709055578,
26377,52000,,[1]
43681,52000,61687906.06,[1]
25822,52000,66272445.23,[1]
44272,-1,,[1]
23604,52000,66259387.69,[1]
-1,2993,42700195231,
-1,52000,5.57E+149,
18660,52000,76890249.63,[1]
-1,52000,3.40E+147,
484,-1,,[1]
18329,52000,61876701.06,[1]
20430,52000,4938676.611,[1]
12606,-1,,[1]
-1,52000,5780348.65,
44629,52000,76870726.47,[1]
25847,52000,1077426.251,[1]
-1,2762,24235263467,
26289,52000,927894.3505,[1]
26397,52000,71528611.17,[1]
16803,52000,4687722.669,[1]
37336,52000,2504290.785,[1]
26146,52000,67039656.53,[1]
22256,52000,5.08E+149,[1]
9018,52000,4.19E+150,[1]
37044,52000,456437.8724,[1]
-1,52000,4841394.922,[1]
40024,52000,1053819.989,[1]
15664,52000,2.49E+149,[1]
-1,52000,4887613.283,
44777,52000,6.33E+149,[1]
12562,-1,,[1]
14169,52000,452723.2486,[1]
26068,52000,1.82E+150,[1]
13454,52000,69122373.25,[1]
28272,52000,5368937.276,[1]
26159,52000,1009209.783,[1]
14015,52000,64690299.38,[1]
41117,52000,2.02E+149,[1]
26087,52000,67089029.69,[1]
40692,52000,61019009,[1]
26267,-1,,[1]
242,52000,977893.2384,[1]
19885,52000,65695495.67,[1]
1,3078,33336226330,
32503,-1,,[1]
18905,-1,,[1]
-1,52000,58370459.13,[1]
26242,52000,77773359.7,[1]
26109,52000,61369858.46,[1]
13537,-1,,[1]
25811,-1,,[1]
14335,-1,,[1]
-1,52000,64694109.7,[1]
13566,52000,63519379.87,[1]
15018,52000,2646016.609,[1]
19760,52000,5462309.204,[1]
37512,-1,,[1]
19382,52000,2492620.136,[1]
15675,-1,,[1]
26142,-1,,[1]
26136,-1,,[1]
-1,2766,33036060946,
-1,2513,23563094254,
9022,2809,25019402660,
-1,3022,38977197333,
-1,52000,7.35E+149,
20625,52000,2763143.638,[1]
36492,52000,4.99E+147,[1]
25967,52000,5.30E+149,[1]
18759,2901,31533603229,
16997,52000,71189668.85,[1]
11541,52000,2.34E+150,[1]
26163,52000,474465.9603,[1]
10481,-1,,[1]
25839,52000,474431.9644,[1]
32708,52000,55517985.55,[1]
26065,52000,58470929.77,[1]
484,52000,479954.3633,[1]
9020,52000,459782.0221,
28747,-1,,[1]
25999,52000,57557746.06,[1]
26088,52000,66932901.17,[1]
18385,52000,2718229.368,[1]
14369,-1,,[1]
10804,-1,,[1]
184,52000,71541466.53,[0]
-1,52000,2611597.221,[1]
48371,52000,2547689.071,[1]
25810,52000,2146652.128,[1]
40491,-1,,[1]
26035,52000,2536394.334,[1]
24783,52000,4820523.302,[0]
2891,52000,4.76E+150,[1]
26376,52000,71249828.13,[1]
19837,52000,5410148.977,[1]
15589,52000,72771728.15,[1]
15409,52000,2.66E+150,
25985,52000,2404871.584,[1]
26082,-1,,[1]
11150,52000,72625985.02,[1]
-1,52000,54988914.52,
26649,-1,,[1]
-1,2713,38613409879,
11465,52000,956929.5083,[1]
12467,2966,41410288480,
8985,2869,24723907918,
242,52000,937818.7905,[1]
10591,52000,5366471.131,[1]
10783,2762,35361053237,
12644,2918,29447112597,
17301,-1,,[1]
-1,52000,2412251.79,[1]
25860,52000,63219020.93,[1]
26098,-1,,[1]
-1,52000,5.60E+146,[1]
-1,52000,67840190.5,[1]
26060,52000,1025324.779,[1]
-1,52000,4683383.11,[1]
26218,52000,2572614.277,[1]
26198,52000,65631904.59,[1]
26099,-1,,[1]
11765,52000,2373598.952,[1]
-1,52000,1.40E+150,[0]
-1,52000,71438392.18,[1]
-1,1646,1.20E+11,
9016,2885,30426982056,
11521,52000,1010419.913,[1]
-1,52000,,
-1,52000,1.38E+150,
-1,52000,4699826.56,[1]
-1,2741,37494696770,
19557,-1,,[1]
-1,52000,58492772.32,[1]
-1,2837,40454821901,
12819,52000,62402536.37,[1]
8983,2853,31157849672,
-1,2565,28575114293,
4687,-1,,[1]
-1,52000,984803.8057,[1]
2472,52000,2.32E+148,[1]
-1,2694,34260611649,
14333,52000,75022405.04,[1]
-1,2597,34563512412,
23284,-1,,[1]
12208,52000,943738.3009,
32837,52000,2446253.136,[1]
14060,52000,7.79E+149,[1]
11601,2805,40874524019,
-1,2581,25700131876,
26042,52000,55938946.3,[1]
-1,52000,64638500.74,[1]
13940,52000,56686785.35,[1]
17537,-1,,[1]
10126,52000,60935173.98,[1]
10013,-1,,[1]
16248,-1,,[1]
-1,52000,1048543.966,[1]
9019,2777,20840244649,
18506,52000,503354.2851,[1]
-1,52000,72597064.86,[1]
17536,52000,63093668.89,
17530,52000,5409363.167,[1]
26057,52000,72142801.43,[0]
19706,52000,54478085.48,[1]
11232,52000,71325372.36,
-1,52000,71539023.49,
-1,1678,1.59E+11,
-1,52000,76864154.52,
23499,52000,58692338.79,[1]
13219,52000,54108641.35,[1]
26034,52000,2755965.895,[1]
-1,52000,55579248,[1]
26117,52000,519361.4314,[1]
45181,52000,1014544.937,[1]
26052,52000,1.26E+149,[1]
9018,2901,23971055286,
10780,-1,,[1]
-1,52000,1.45E+149,[1]
-1,580,0.086231847,
-1,52000,56070052.51,
-1,52000,71089212.04,[1]
19101,52000,2296840.208,[1]
40737,-1,,[1]
13576,52000,1.44E+149,[1]
26131,52000,67075289.74,[1]
9018,52000,1.85E+147,
26310,52000,1085611.811,[1]
26168,52000,71262903.92,[1]
16102,52000,1049067.598,[1]
-1,52000,1097080.03,[1]
9019,2801,16950025716,
-1,2689,40121346564,
-1,52000,56598884.56,[1]
-1,52000,467407.2876,[1]
8985,52000,8.22E+149,
-1,2945,26334207549,
32617,52000,70440718.16,[1]
11403,-1,,[1]
10113,52000,500863.2667,[1]
-1,52000,75631494.65,[1]
19014,-1,,[1]
15173,52000,7.36E+149,[0]
26122,52000,5665768.36,[1]
26156,52000,62308844.77,[1]
-1,52000,2.81E+150,
12614,52000,502511.3209,
15612,52000,926225.5471,[1]
-1,3066,43513298228,
-1,52000,55489944.8,[1]
10172,52000,2.10E+150,[1]
484,52000,68729328.48,[1]
-1,52000,70456893.87,
19937,52000,1067091.337,[0]
25960,-1,,[1]
26428,52000,7.97E+147,[1]
26071,52000,58048584.59,[1]
9018,2813,27388224403,
16603,52000,55324438.08,[1]
25933,52000,64407390.66,[1]
32719,-1,,[1]
-1,2681,31753637292,
26021,52000,75566578.61,[1]
5211,-1,,[1]
-1,52000,1016328.246,[1]
26327,52000,67741594.68,[1]
-1,52000,60848931.93,[1]
25990,-1,,[1]
44035,52000,489619.7836,[1]
-1,52000,54907285.06,[1]
-1,52000,493174.1179,
26048,52000,2.29E+148,[1]
-1,3070,46326095891,
16051,52000,73611574.99,[1]
19532,52000,2.00E+150,[1]
28788,52000,3.55E+147,[1]
-1,2754,31076876054,
32531,-1,,[1]
16038,52000,70683554.62,[1]
12613,52000,1.26E+150,[1]
26388,52000,2520213.1,[1]
25834,-1,,[1]
9016,-1,,[1]
11030,52000,62846828.39,[1]
-1,52000,57737296.85,[1]
13852,-1,,[1]
44246,-1,,[1]
-1,52000,3.08E+144,[1]
242,52000,981.494559,[1]
242,-1,,[1]
18163,52000,6.84E+145,[1]
26286,52000,62074963.73,[1]
26251,52000,1.42E+148,[1]
21761,52000,2601749.858,[1]
20773,52000,2376959.807,[1]
8983,-1,,[1]
18051,52000,64892300.99,[1]
26398,52000,5175665.31,[1]
-1,52000,64096722.82,
26061,52000,2723490.129,[1]
31987,52000,1108663.386,[1]
26015,-1,,[1]
-1,52000,66679085.49,[1]
26291,52000,5568087.327,[1]
26061,52000,897024.8508,[1]
32311,-1,,[1]
-1,2565,30251503978,
31417,52000,4.98E+148,[1]
18823,52000,58538898.72,[1]
26290,52000,5313792.315,[1]
16508,-1,,[1]
32698,52000,1048367.317,[1]
25795,52000,890699.0742,[1]
19623,52000,56789948.17,
14983,-1,,[1]
31533,-1,,[1]
-1,3014,38485233652,
8988,2757,20638030937,
32773,52000,59857421.89,[1]
26024,-1,,[1]
28772,52000,72994310.45,[1]
-1,2905,30103332367,
11834,52000,72261311.51,[1]
13961,52000,2505145.005,[1]
13994,52000,66179477.37,[0]
25611,52000,3.53E+150,[1]
-1,2589,39334466423,
-1,2653,25866575269,
26271,52000,2378335.624,[1]
40740,52000,1065086.505,[1]
-1,52000,1826.996675,[1]
-1,52000,59318740.64,[1]
44503,52000,73859701.15,[1]
26537,52000,,[1]
10781,52000,63982444.37,[1]
20999,-1,,[1]
-1,2541,26223220346,
-1,52000,917244.1764,[1]
10808,-1,,[1]
48532,-1,,[0]
12378,52000,1093228.564,[1]
26061,52000,424.5832316,[1]
15677,52000,4814534.692,[1]
242,52000,5012399.911,[1]
12192,52000,65505049.96,[1]
-1,52000,76075009.55,[1]
26047,52000,2692903.903,[0]
19303,52000,964202.2987,[1]
32141,-1,,[1]
17066,-1,,[1]
26080,-1,,[0]
16101,-1,,[1]
509,52000,59314394.3,[1]
32706,52000,64904100.85,[1]
-1,2849,43011431509,
-1,52000,75774640.98,
26071,52000,2597326.481,[1]
9018,-1,,[0]
25666,52000,2667676.45,[1]
-1,52000,2693466.745,[1]
21762,52000,56039833.88,[1]
18478,-1,,[1]
17174,52000,2601694.155,[1]
-1,52000,955759.4688,
13702,-1,,[1]
26155,52000,1.55E+149,[1]
-1,52000,61422905.91,[1]
26140,52000,71136877.39,[1]
17265,52000,66973406.62,[1]
-1,52000,94104845.33,[1]
25809,52000,56881943.68,[1]
26199,-1,,[1]
27253,-1,,[1]
10005,52000,71710465.29,[1]
48231,52000,5335450.233,[1]
26600,-1,,[1]
14516,52000,69417256.34,
242,-1,,[1]
-1,52000,982356.1886,[1]
18033,52000,1.71E+149,[1]
11463,-1,,[1]
26289,-1,,[1]
12581,52000,63924922.74,
-1,52000,59866091.69,[1]
26126,52000,76231009.6,[1]
52456,52000,2.82E+149,[1]
26074,52000,2.87E+146,[1]
-1,52000,1152.288551,[1]
25899,52000,73920752.97,[1]
52418,52000,76579264.48,[1]
242,52000,2768744.222,[1]
26313,52000,75105352.84,[1]
27457,52000,56550089.31,[1]
15055,2741,41452767115,
18615,52000,62560462.43,[1]
-1,52000,76596838.78,[1]
6507,52000,6.85E+143,[0]
10633,52000,75454098.44,[1]
484,52000,71956581.15,[1]
11648,-1,,[1]
52452,52000,503441.279,[1]
-1,52000,2446098.7,[1]
40304,52000,66348884.46,[1]
-1,2961,31778649718,
-1,52000,5678123.081,[1]
4682,52000,2460535.031,[1]
17369,52000,6.79E+148,[1]
-1,52000,2676248.09,[1]
26246,-1,,[1]
8987,52000,9.91E+144,[1]
26193,52000,1030423.19,[1]
26159,52000,61074371.97,[1]
8985,52000,2529243.669,[1]
25792,-1,,[1]
8985,52000,5.48E+149,[1]
52634,-1,,[1]
1,52000,1030107.998,[1]
-1,52000,4.63E+145,
15375,52000,64998532.39,[1]
-1,2665,31503106715,
12741,52000,74223811.88,[1]
26159,52000,74881338.25,[1]
26308,-1,,[1]
22396,52000,2681318.419,[1]
11131,-1,,[1]
22536,52000,73185792.52,[1]
26117,52000,63038764.12,[1]
10084,2845,38944729498,
26103,52000,59978548.5,[1]
25638,52000,57671182.49,[1]
29476,52000,72876998.52,[1]
-1,2661,35396983323,
14344,52000,68726124.9,[1]
19485,52000,2433023.85,
15520,52000,70412696.81,[1]
22282,-1,,[1]
-1,2673,47598401213,
15110,52000,3.05E+149,[1]
10077,-1,,[1]
26139,-1,,[1]
26083,-1,,[1]
40472,52000,5722146.193,[1]
12722,52000,59900221.75,[1]
12437,52000,69571312.73,
26122,52000,2540338.688,[1]
14004,52000,5814878.965,[1]
-1,2541,24634704502,
26239,52000,2536956.296,[1]
15137,52000,1038800.942,[1]
40160,52000,916558.0081,[1]
26259,-1,,[1]
18464,-1,,[1]
-1,3054,26082284195,
26150,52000,5403377.181,[1]
25865,52000,5648892.433,[1]
26164,52000,2569599.176,[1]
22156,52000,57482604.5,[1]
26212,-1,,[1]
-1,52000,908344.6715,[1]
25993,52000,60523205.6,[1]
25965,52000,70074625.87,[1]
13577,-1,,[1]
25887,52000,69324653.4,[1]
18373,52000,2416697.548,[1]
-1,2965,28752850405,
-1,52000,6037117.653,[1]
21497,-1,,[1]
15054,52000,58686510.18,[1]
14797,52000,58708296.28,[1]
37597,52000,4.35E+149,[1]
26225,-1,,[1]
10835,52000,59298335.79,[1]
18354,-1,,[1]
17061,52000,966897.2784,[1]
26238,52000,5600944.03,[1]
17198,52000,67107802.85,[1]
26225,52000,3.72E+142,[1]
-1,2589,22818286644,
242,52000,75033026.13,[1]
44367,52000,5959870.198,[1]
-1,52000,2719222.503,[1]
23776,52000,2.16E+150,[1]
8986,52000,2.69E+149,[1]
51831,52000,2.51E+148,[1]
-1,2714,35856755985,
32652,52000,68588939.95,[1]
-1,2854,45692646209,
40826,52000,1020545.262,[1]
17506,52000,502027.7653,[1]
26216,-1,,[1]
26603,52000,1096603.381,[1]
8983,52000,72795994.32,[1]
-1,2813,37801344951,
-1,3042,28106653941,
26078,-1,,[1]
13600,52000,5893345.882,[1]
-1,52000,61839412.05,[1]
25958,-1,,[1]
16943,-1,,[1]
8987,52000,,
11420,52000,2579549.976,[1]
9885,2958,20109658900,
-1,52000,4990150.91,[1]
19961,-1,,[1]
14477,52000,5978443.947,[1]
-1,52000,1.98E+147,
36103,52000,2600188.501,[1]
32445,52000,64273372.28,[1]
10773,-1,,[1]
40573,52000,2694831.345,[1]
-1,52000,1.43E+150,[1]
19162,52000,61143134.44,[1]
44531,52000,65244786.55,[1]
33987,-1,,[1]
-1,2561,24802178802,
-1,2970,36832835898,
26070,52000,5681824.297,[1]
13689,2897,32125010836,
40514,52000,5601146.628,[1]
44444,52000,62902761.58,[1]
26440,-1,,[1]
-1,52000,2.90E+150,[1]
10993,52000,2325092.416,[1]
-1,2729,43186110527,
2401,52000,,[1]
9019,2805,27202798898,
25895,52000,68853119.8,[1]
17100,-1,,[1]
-1,2909,33297897775,
19687,2857,36854573483,
40526,-1,,[1]
-1,2801,43100881737,
26993,52000,476446.9685,[1]
26268,-1,,[1]
16873,2653,36699063017,
26090,52000,60799059.61,[1]
11383,52000,55700452.67,[1]
28397,52000,2611106.034,[1]
26090,52000,62853358.04,[1]
11235,3038,19565481306,
11796,-1,,[1]
242,52000,55232389.91,[1]
26214,-1,,[1]
484,52000,992531.6853,[1]
26202,-1,,[1]
19087,-1,,[0]
8985,2885,19534543165,
-1,52000,67969178.16,[1]
24649,52000,73315192.48,[1]
243,52000,67262645.41,[1]
51626,52000,57805903.51,[1]
26915,52000,8.68E+143,[1]
-1,52000,72159073.14,[1]
26162,-1,,[0]
13668,52000,4895597.98,[1]
12449,-1,,[1]
32765,52000,1016045.828,[1]
-1,2921,42461989768,
-1,224,0.160823982,
26134,-1,,[1]
26408,52000,58166220.34,[1]
14797,-1,,[1]
-1,52000,70402154.5,[1]
26364,-1,,[1]
-1,2854,33827756138,
12780,52000,4799841.413,[1]
-1,52000,2644840.321,
-1,3006,40304709588,
40514,-1,,[1]
18108,-1,,[1]
10846,52000,7.13E+144,[1]
12648,3014,20073289950,
16761,-1,,[1]
26211,52000,72995105.09,[1]
-1,52000,66294169.25,[1]
26247,52000,5566976.572,[1]
13612,52000,1.19E+150,[1]
18036,-1,,[1]
14053,52000,2523909.795,[0]
19535,52000,1035303.786,[1]
245,-1,,[1]
-1,52000,72006201.9,[1]
-1,52000,1031158.389,[1]
-1,52000,1068079.547,[1]
3857,52000,1065418.449,[1]
249,52000,55776550.71,[1]
44146,52000,63769614.08,[1]
-1,3074,30989631924,
12869,52000,1.13E+150,[1]
8722,52000,961089.0764,[1]
12555,-1,,[1]
13994,52000,9.14E+147,
16738,52000,5393763.511,[1]
26177,52000,4.02E+149,[1]
16717,52000,5125004.027,[1]
-1,2777,50748226821,
18518,-1,,[1]
-1,52000,930840.7379,[1]
16470,52000,2691135.707,[1]
11304,52000,2314174.454,[1]
8985,2797,21612619241,
26267,52000,2666824.247,[1]
15061,52000,2509269.866,[1]
26461,52000,964875.0813,[1]
-1,2629,23709913969,
9017,52000,60586635.44,[0]
45708,52000,68145046.65,[1]
11807,52000,62877312.54,[1]
44492,52000,2381072.526,[1]
36348,52000,1.18E+150,[1]
-1,52000,54055803.33,[1]
26095,52000,74475071.83,[1]
26263,52000,2.83E+150,[1]
12502,52000,7.42E+150,[1]
32722,52000,2729664.387,[1]
-1,2569,26674794563,
10784,52000,66448746.73,[1]
26502,-1,,[1]
26064,52000,2614829.833,[1]
9077,52000,482353.2979,[0]
-1,52000,2663953.098,[1]
9018,2909,18984631807,
25874,52000,456018.7519,[1]
9011,52000,1021587.879,[1]
12635,52000,66818626.98,
-1,52000,69540169.54,
26302,52000,66148843.14,[1]
-1,721,71147447419,
8988,52000,70795453.86,
