log_feature,metric_feature,fusion_features,label
52521,-1,,[0]
26133,52000,60716405.9,[1]
13586,52000,7.83E+147,[1]
28664,-1,,[1]
36741,52000,60102416.14,[1]
15216,52000,2498572.819,[1]
-1,52000,2484056.858,
12581,2982,17455532523,
8996,52000,67033132.24,[1]
26077,52000,60857361.07,[1]
26129,52000,56161106.71,[1]
16752,3046,29670078934,
-1,52000,2424642.706,[1]
18723,52000,54936577.69,[1]
26485,52000,5633959.867,[1]
-1,52000,5064076.299,[1]
43935,52000,2.59E+148,[1]
242,52000,58683809.93,[1]
26100,52000,6012096.272,[1]
-1,2605,35784091999,
13305,52000,902205.563,[1]
-1,2889,29515874879,
-1,336,0.173867424,
26333,-1,,[1]
-1,1515,1.47E+11,
-1,2889,37898700618,
-1,2885,37885120630,
-1,52000,5892525.376,[1]
25851,-1,,[1]
26162,52000,4.53E+150,[1]
-1,52000,2406387.951,
26166,52000,61689896.99,[1]
-1,52000,2509197.133,[1]
26416,52000,60013746.15,[1]
29005,-1,,[1]
17637,-1,,[1]
13985,52000,2697296.232,[1]
499,-1,,[1]
25965,52000,2496093.847,[1]
25848,52000,71396327.85,[1]
26206,52000,893446.6737,[1]
-1,52000,1.37E+147,
3336,52000,4627214.91,[1]
-1,3086,25678346472,
17228,-1,,[1]
12027,52000,2.73E+149,
-1,52000,4734455.906,[1]
15793,52000,55815045.29,[1]
9018,52000,2.18E+150,[1]
17104,-1,,[1]
484,52000,5035846.047,[1]
-1,3042,32704817613,
-1,2621,37057292013,
-1,52000,2390336.271,[1]
485,52000,3.45E+150,[1]
26230,52000,484842.504,[1]
1785,52000,3.74E+149,[1]
16250,2921,29119423415,
13460,52000,1627.673329,[1]
14216,52000,2682682.808,[1]
8985,2833,19356914437,
26080,-1,,[1]
10751,-1,,[1]
-1,52000,5928801.891,
15184,52000,66488820.55,
26338,52000,1004416.515,[1]
17165,2737,42853659744,
12327,52000,5574351.083,[1]
26398,52000,65846607.57,[1]
26246,-1,,[1]
26170,52000,6.39E+149,[1]
36755,52000,482621.4529,[1]
40570,52000,59689492.86,[0]
28740,52000,2487041.316,[1]
22416,52000,2659652.148,[1]
-1,3030,29880754122,
4866,-1,,[1]
242,52000,2.89E+147,[1]
26163,-1,,[1]
19036,52000,8.17E+146,[1]
18046,52000,63940367.44,[1]
26139,52000,71237076.2,[1]
12407,1419,1.17E+11,
10809,-1,,[1]
40687,52000,2661346.491,[1]
25732,52000,9.22E+148,[1]
-1,52000,953769.2337,[1]
9022,2809,24649552077,
-1,52000,57088583.71,
19416,-1,,[1]
17418,-1,,[1]
11118,52000,73548916.27,[1]
-1,52000,1027457.84,[1]
13412,52000,2.00E+147,[1]
9014,52000,5637693.652,[1]
26092,52000,64968451.21,[1]
-1,52000,1115644.587,[1]
26235,52000,967501.2188,[1]
20653,52000,447391.0448,[1]
52256,-1,,[1]
4773,-1,,[1]
-1,52000,2549805.69,[1]
16705,52000,992846.0033,[1]
19779,52000,68195470.16,[1]
25880,52000,485301.812,[1]
-1,52000,66364583.8,[1]
9007,52000,514406.3767,[1]
37208,52000,71122373.75,[1]
26184,-1,,[1]
19807,52000,64062837.75,[1]
-1,52000,4.74E+150,
14342,-1,,[1]
242,-1,,[1]
2890,52000,75024013.71,[1]
242,52000,2550314.969,[1]
25862,52000,892948.0256,[1]
-1,2714,28288921634,
256,-1,,[1]
-1,52000,62982926.05,[1]
12008,52000,472525.4365,[1]
26177,-1,,[1]
2893,52000,5247342.53,[1]
19680,2737,20120881613,
17010,52000,5555795.02,[1]
12580,-1,,[1]
11266,52000,54507936.17,[1]
15063,52000,5412239.198,[1]
8985,2877,25923643071,
14625,52000,2608734.377,[1]
26131,52000,59591203.06,[1]
44874,52000,74311637.14,[1]
-1,52000,4805007.4,
25875,52000,62480182.36,[1]
4711,-1,,[1]
15877,-1,,[1]
-1,3030,30927163801,
26225,52000,973730.3278,[1]
12132,2962,26910566983,
11233,2906,21975478604,
242,52000,60711502.54,[1]
26206,52000,73327888.53,[1]
-1,52000,2549965.643,[1]
8986,52000,9.08E+149,
-1,2613,37484184191,
25973,52000,2746141.195,[1]
26170,52000,64747885.01,[0]
-1,2821,41526837395,
-1,2829,43827832364,
-1,1451,1.48E+11,
26024,52000,56609828.05,[1]
26145,52000,1077966.298,[1]
18561,52000,55104005.93,
-1,3022,42884258647,
40617,52000,1080004.686,[1]
13737,52000,1.51E+148,[1]
25866,52000,902179.1392,[1]
-1,224,0.164288499,
19740,52000,1.80E+148,[1]
-1,52000,905609.3785,
52337,52000,2.73E+145,[1]
484,52000,70256816.39,[1]
32714,-1,,[0]
23894,-1,,[1]
28869,52000,1048485.092,[1]
52245,-1,,[1]
12620,52000,1.38E+144,[1]
26190,-1,,[1]
-1,3002,39268650512,
26090,52000,74058406.06,[1]
13966,52000,1062181.329,[1]
-1,2918,39851483192,
-1,2917,27653306249,
25978,52000,2505040.137,[1]
20533,52000,498679.2958,[1]
26263,-1,,[1]
25936,52000,68878024.59,[1]
26232,-1,,[1]
-1,52000,4.76E+150,[1]
14388,2589,23676783929,
19445,52000,2658702.844,[1]
52751,-1,,[1]
17126,52000,55290555.56,[1]
12716,52000,4743686.212,[1]
-1,2846,44359250317,
10502,52000,66894531.94,[1]
28769,52000,60867058.15,[1]
37584,52000,2415832.342,[1]
9886,2950,23907876641,
11661,-1,,[1]
26022,52000,8.97E+149,[1]
25912,52000,941469.5282,[1]
19736,52000,68908738.68,[1]
19170,52000,62692926.94,[1]
-1,2597,33136926964,
11343,52000,64768581.67,[1]
51490,-1,,[1]
19291,2777,38048970087,
-1,52000,5511549.874,[1]
26336,52000,69601584.98,[1]
2320,2978,25926706955,
-1,2914,37351223488,
13022,52000,59688133.94,[1]
-1,3070,36342345550,
18160,52000,1098711.805,[1]
11983,52000,66565911.68,[1]
26064,52000,1.61E+149,[1]
-1,2761,45202846537,
-1,52000,510006.3858,[1]
26098,-1,,[1]
14526,52000,5894526.686,[1]
17418,52000,5.55E+149,[1]
-1,52000,62951876.45,[1]
249,52000,967756.4948,[1]
10821,-1,,[1]
25837,52000,2.69E+149,[1]
25675,52000,74012973.12,[1]
44671,52000,71373789.68,[1]
11352,52000,4803564.816,[1]
44833,52000,4786269.771,[1]
-1,52000,6.16E+150,[1]
17723,-1,,[1]
26025,52000,1020457.262,[1]
21933,52000,68175299.64,[0]
-1,2729,42907955056,
-1,2729,33357531446,
-1,52000,6.85E+150,
26143,-1,,[1]
15538,52000,72816056.47,[1]
13147,52000,53773135.96,[1]
26127,52000,73116629.35,[1]
18456,2909,29218732607,
-1,52000,2730308.293,[1]
19922,52000,61578149.74,[1]
26316,52000,55468529.32,[1]
11686,52000,7.97E+150,[1]
26221,52000,76499211.78,[0]
9018,2813,23129398701,
26225,52000,2538884.377,[1]
12209,52000,335829308.2,[1]
52759,-1,,[1]
28611,52000,6.18E+150,[1]
18392,52000,5509097.887,[1]
26209,52000,62443439.24,[1]
-1,52000,54789775.8,[1]
13933,-1,,[1]
-1,52000,5.99E+142,[1]
18379,52000,912399.1419,[1]
21534,-1,,[1]
11756,52000,3.65E+148,[1]
16681,52000,918093.1423,[1]
44470,52000,5.95E+148,[1]
9012,52000,66062359.35,[1]
32890,52000,54361474.33,[1]
10721,52000,511190.6837,[1]
-1,52000,2.54E+150,
26015,52000,54388619.68,[1]
6553,52000,69871309.19,[1]
8987,2829,19787729793,
11854,52000,1000996.459,[1]
26832,52000,1111717.435,[1]
16176,52000,1071958.811,[1]
15332,-1,,[1]
52173,52000,69195818.29,[1]
484,-1,,[1]
8985,52000,2396093.554,
-1,2565,28029901496,
26141,52000,5986199.946,[1]
32522,-1,,[1]
-1,52000,65278051.82,[1]
26610,52000,73663717.97,[1]
-1,2942,38131632412,
18405,52000,5643814.318,[1]
40357,52000,1000149.762,[1]
26458,-1,,[1]
26108,52000,5.01E+150,[1]
-1,2837,37702089904,
32961,52000,56594697.64,[1]
-1,52000,66820830.34,
26119,52000,911306.8812,[1]
12966,-1,,[1]
23850,52000,3.31E+150,[1]
242,52000,74755697.69,[1]
-1,52000,1.81E+150,[1]
9016,52000,5.73E+150,[1]
1489,52000,57538914.63,[1]
24118,52000,68646895.32,[1]
11544,52000,1041020.34,[1]
14464,2830,38145889451,
-1,2561,26758034823,
-1,52000,1.75E+150,[1]
14750,52000,4.06E+147,[1]
26144,52000,950246.3888,[1]
20799,52000,2719088.436,[1]
-1,2917,29470330376,
17191,2797,36573345156,
-1,52000,5692500.622,[1]
26085,52000,55917157.64,[1]
17913,-1,,[1]
26575,-1,,[1]
-1,2994,32063705735,
40379,52000,2461858.146,[1]
36473,52000,5367993.643,[1]
-1,2721,38795664533,
13841,3022,31858115329,
-1,52000,54482483.63,[1]
-1,2726,30062988246,
-1,2870,38412224617,
13593,52000,74770755.88,[1]
48484,52000,5032525.195,[1]
19251,52000,5.45E+149,[1]
-1,2609,26060662090,
18982,2857,48207075950,
13338,2529,36586140427,
25974,52000,2683234.051,[1]
14038,52000,602.3711767,[1]
19114,2505,21674906908,
8984,52000,73588028.99,[1]
13620,52000,5307758.681,[1]
48439,52000,1033945.53,[1]
9018,52000,65030827.05,
-1,52000,70962366.36,[1]
17943,-1,,[1]
1853,52000,2342497.9,[1]
10706,52000,59138302.28,[1]
32570,52000,73195349.37,[1]
25865,-1,,[1]
26174,52000,62853599.61,[1]
36567,52000,70832343.41,[1]
12234,-1,,[1]
26046,52000,1014.412756,[1]
52431,52000,69021788.82,[1]
15684,52000,5744081.801,[1]
26244,-1,,[1]
242,52000,65002323.38,[1]
26112,-1,,[1]
-1,2746,30945428924,
12187,52000,4853129.132,[1]
26079,52000,5749924.659,[1]
17078,-1,,[1]
48894,52000,,[1]
14092,2865,35080425802,
-1,2766,31117049506,
11052,52000,56019727.02,[1]
48414,-1,,[1]
48615,52000,68036047.26,[1]
9017,-1,,[1]
3311,52000,1003554.904,[1]
9021,2921,19442715236,
48638,52000,2.93E+150,[1]
-1,52000,69240140.46,[1]
14244,52000,59425146.43,[1]
17976,2954,19933926676,
10019,-1,,[1]
-1,52000,2648874.768,[1]
8985,2737,19603987449,
25167,52000,58210941.05,[1]
11672,52000,69923901.8,[1]
8141,52000,4.54E+148,[1]
254,52000,75094927.26,[1]
-1,2702,32434803419,
-1,52000,72444448.99,[1]
-1,52000,53891136.31,[1]
-1,2862,37193699291,
9017,52000,60316794.12,[1]
26288,52000,5017142.061,[1]
4707,52000,451896.7909,[1]
6162,52000,74187447.03,[1]
26168,52000,3.35E+150,[1]
-1,52000,4.78E+149,[1]
26027,-1,,[1]
26323,-1,,[1]
17969,52000,4720602.703,[1]
36713,-1,,[1]
26319,-1,,[1]
39779,52000,1.11E+150,[1]
-1,2637,36989626725,
26067,-1,,[1]
-1,52000,2.78E+150,[1]
26355,52000,937276.8511,[1]
26140,-1,,[1]
-1,2641,24601404470,
-1,52000,1.91E+150,[1]
26087,52000,71794309.78,[1]
11346,52000,73988726.98,[1]
11755,52000,4.85E+146,
-1,52000,74332527.37,[1]
-1,52000,1068101.617,[1]
26126,52000,72328836.62,[1]
653,52000,68030140.16,[0]
26164,52000,69103068.73,[0]
25968,52000,66996456.61,[1]
10355,52000,5144358.627,[0]
26309,52000,66595803.75,[1]
16573,52000,60523836.03,[1]
9020,52000,64649450.05,
13718,52000,3.85E+150,[1]
26304,52000,1013357.91,[1]
26275,-1,,[1]
10933,52000,63799642.15,[1]
15515,-1,,[1]
3020,52000,71617082.72,[1]
-1,348,0.104341128,
25933,52000,5689282.113,[1]
52235,52000,74084087.88,[1]
-1,52000,64059024.55,[1]
26325,-1,,[1]
26138,52000,919164.7102,[1]
10807,-1,,[0]
28981,-1,,[1]
26220,52000,1.37E+150,[1]
26241,52000,2345199.964,[1]
20762,52000,69492056.65,[1]
40132,52000,5543959.806,[1]
26204,52000,9.70E+149,[1]
-1,52000,65014018.24,
26108,52000,1.50E+150,[1]
-1,2913,46583997086,
-1,52000,990851.1057,[1]
18574,52000,1000215.504,[1]
1,2994,36414566566,
-1,52000,63427927.52,[1]
-1,52000,2.04E+150,[1]
-1,2697,43093828178,
-1,52000,1092015.712,[1]
-1,52000,75745523.05,[1]
26009,-1,,[1]
-1,52000,6165220.353,[1]
2903,-1,,[1]
17416,52000,1069359.713,[1]
-1,52000,1050930.76,[1]
15988,52000,2429337.645,[1]
-1,52000,1.52E+148,[1]
16140,52000,1048975.826,[1]
26271,52000,521100.7248,[1]
18099,52000,4925189.36,[0]
-1,52000,75821447.9,[1]
26108,52000,54122610.35,[1]
4594,52000,68305101.83,[1]
26190,52000,70244729.39,[1]
26121,52000,55437488.96,[1]
26119,52000,4.56E+149,[1]
13109,2637,28280395194,
26236,52000,478543.2693,[1]
25822,-1,,[1]
22876,52000,54549381.05,[1]
16695,2833,31463112942,
26314,52000,2522041.41,[1]
-1,2581,31229380785,
40601,52000,54776288.41,[1]
32686,52000,58312818.12,[1]
26077,52000,57239785.35,[1]
12341,-1,,[1]
19515,2893,38676432527,
14186,52000,74152608.88,[1]
16284,2721,37996633105,
28886,52000,71369950.86,[1]
36281,52000,7.81E+148,[0]
13442,52000,56853308.84,[1]
-1,52000,995206.4716,[1]
1,3030,34341768159,
26357,52000,1.05E+149,[1]
26203,52000,1058822.738,[1]
-1,2978,43218697720,
242,52000,1484.542971,[1]
12252,52000,77022627.19,[1]
14103,2801,21260143669,
25904,52000,70849298.98,[1]
-1,52000,65885974.29,[1]
17781,-1,,[1]
-1,2954,40970935821,
-1,52000,3.40E+150,[1]
25715,52000,511570.447,[1]
26450,-1,,[1]
8984,52000,68312165.7,
-1,3005,41623803692,
254,52000,70699962,[1]
19000,52000,4931314.014,[1]
19848,52000,943550.4957,[1]
22281,52000,2670659.741,[1]
26346,52000,3.55E+147,[1]
26093,52000,58574274.61,[1]
-1,52000,3.41E+148,
13018,52000,72119303.52,
11256,3042,29729411952,
-1,52000,70160704.24,
19546,52000,5450813.922,[1]
26287,-1,,[1]
11040,52000,2548693.016,[1]
-1,52000,2584112.534,[1]
12990,52000,2530131.141,
-1,52000,8.71E+149,[1]
-1,2685,41941224978,
-1,2854,42134767587,
26129,52000,2442409.476,[1]
-1,52000,5119019.261,[1]
52217,52000,69632961.32,[1]
36253,52000,68761120.2,[1]
40812,52000,74636438.63,[1]
44510,-1,,[1]
-1,2669,36934260947,
44392,52000,4970144.354,[0]
-1,580,0.123322722,
26567,52000,67767514.55,[1]
335,52000,3.47E+150,[1]
26241,52000,1058812.252,[1]
23911,52000,64660104.71,[1]
-1,52000,995289.3776,[1]
15137,-1,,[1]
7604,52000,65087055.93,[1]
15395,52000,5752555.833,[1]
26053,52000,1001101.881,[1]
-1,52000,71595055.11,[1]
17411,52000,76060075.91,[1]
-1,2565,28733295562,
-1,52000,2444037.371,[1]
-1,552,0.17768082,
48356,52000,72895446.37,[1]
-1,52000,72709619.66,[1]
-1,52000,69269248.77,[1]
16880,52000,56752115.69,[1]
26217,52000,68623033.89,[1]
36524,-1,,[1]
12290,52000,961459.8476,[1]
484,52000,3.00E+150,[1]
9019,2761,22572518257,
1,52000,5828711.23,
16915,52000,5979539.14,[1]
19492,52000,57520777.9,[1]
26221,52000,2730937.855,[1]
6417,52000,68049746.54,[1]
10382,-1,,[1]
-1,52000,902648.8274,[1]
26318,52000,63431685.82,[1]
-1,3002,34315387925,
216,52000,77936390.08,[1]
11136,52000,2655736.621,[1]
22973,-1,,[1]
11866,-1,,[1]
15306,52000,70013860.88,[1]
-1,3022,40425496741,
26508,52000,1.82E+143,[1]
16280,52000,61299385.95,[1]
10208,2698,31002376479,
40236,-1,,[1]
26049,52000,1092432.826,[1]
15237,52000,71105634.14,[1]
13908,52000,2696806.004,[1]
18457,-1,,[1]
-1,2953,25203295131,
40654,-1,,[1]
13098,52000,2452649.892,
17335,52000,1098495.208,[1]
27276,52000,75174812.8,[1]
7410,-1,,[1]
48522,-1,,[1]
13957,52000,642.0643256,[1]
26110,-1,,[1]
13085,52000,64969204.8,[1]
-1,52000,5780310.118,[1]
-1,3062,29939359715,
26513,52000,5636373.594,[1]
10783,52000,5140487.406,[1]
26063,52000,7.42E+149,[1]
32725,-1,,[1]
-1,52000,1075930.913,[1]
242,52000,62628586.32,[1]
14953,52000,5481239.674,[1]
52228,52000,1063914.078,[1]
26423,52000,56168090.54,[1]
-1,3094,32524526089,
-1,52000,1.42E+150,[1]
-1,52000,74193218.47,
242,52000,65171306.68,[0]
-1,52000,56269259.73,[1]
15639,52000,66554968.19,[1]
23035,52000,75007983.84,[1]
26471,52000,5183795.099,[1]
9026,2841,19290342419,
44452,-1,,[1]
13635,52000,65284737.33,[1]
12501,52000,63122848.43,[1]
-1,2702,34278235434,
17695,-1,,[1]
16287,-1,,[1]
26103,-1,,[1]
-1,2893,36036680363,
-1,52000,4.57E+150,[1]
44161,52000,61117950.81,[1]
-1,488,0.065486382,
14400,52000,956.9712015,[1]
26214,-1,,[1]
26328,52000,2658383.244,[1]
11213,52000,67974676.2,[1]
26135,52000,2558256.913,[1]
44122,52000,62834833.66,[1]
12230,52000,7.18E+150,[1]
10650,-1,,[1]
-1,52000,1.03E+144,[1]
14206,52000,919553.5623,[1]
17229,2761,40953952059,
41278,52000,54171818.53,[1]
8984,52000,63176315.9,
44474,52000,62846264.5,[1]
26148,-1,,[1]
26087,52000,71554723.78,[1]
32850,-1,,[0]
26323,52000,71295786.64,[1]
26227,-1,,[1]
-1,52000,483375.6278,[1]
2890,52000,62346365.37,[1]
-1,52000,1.63E+149,[0]
25787,-1,,[1]
47754,52000,1.24E+149,[1]
484,-1,,[1]
26172,52000,6055360.987,[1]
-1,52000,5088937.931,[1]
244,52000,54199109.13,[1]
-1,52000,5.87E+148,[1]
13947,52000,72640170.34,[1]
-1,2705,38980993262,
9886,2910,23971272665,
39797,52000,2381590.3,[1]
-1,52000,1115228.011,
19919,52000,77132344.84,[1]
-1,52000,8.64E+147,
26230,52000,2585710.562,[0]
27991,52000,2503255.807,[1]
13867,52000,998929.2255,[1]
-1,52000,2561185.58,[1]
-1,52000,915670.3198,[1]
20607,52000,1012743.248,[1]
16122,-1,,[1]
40513,52000,5049681.784,[1]
16523,-1,,[1]
16604,2577,31145648950,
23114,52000,2560367.692,[1]
10862,52000,68985681.62,[1]
26844,52000,4804780.814,[1]
11232,52000,5.49E+146,
26272,52000,76132388.04,[1]
13132,52000,60413151.52,[1]
-1,2890,40649918794,
13528,52000,2673251.987,[1]
11224,52000,60530236.99,[1]
39,2818,42847602498,
16666,52000,69563831.46,[1]
16769,-1,,[1]
28119,52000,4.13E+150,[1]
10829,-1,,[1]
-1,2953,34947762284,
242,52000,7.25E+143,[1]
-1,52000,5136419.431,[1]
33370,52000,70950438.35,[1]
48660,52000,932512.8228,[1]
-1,2945,38216135528,
18193,52000,5.01E+150,[1]
19141,52000,57771774.56,[1]
26104,52000,65947214.23,[1]
9017,52000,67464350.5,[1]
-1,2889,46590317834,
-1,52000,70140029.52,[1]
16029,52000,961656.0469,[1]
25880,52000,60151656.91,[1]
13154,2929,30436138158,
19884,52000,64711837.37,[1]
26046,52000,2591737.812,[1]
26009,52000,5.09E+143,[1]
11247,-1,,[1]
26126,52000,489101.9137,[1]
16626,52000,5122599.315,[1]
8985,52000,3.72E+149,[1]
11809,52000,2841324.7,[1]
-1,2657,36495645769,
-1,52000,70417733.27,[1]
26240,52000,4.02E+150,[1]
-1,3078,42733645469,
19755,52000,2497679.374,[1]
26123,52000,8.59E+147,[1]
14662,2605,27874259837,
-1,52000,4.26E+150,[1]
18586,2630,22723967678,
26075,52000,910691.6051,[1]
26081,52000,76276226.57,[1]
26281,52000,1000291.797,[1]
8985,52000,71030442.57,[1]
-1,52000,1037558.893,[1]
-1,52000,69730206.94,[1]
-1,52000,64822949.59,
26263,52000,72829557.63,[1]
26080,-1,,[1]
11268,52000,71384201.29,
9020,2849,18971759143,
28890,52000,75741692.01,[1]
37025,52000,54556790.74,[1]
28475,52000,955765.2596,[1]
11190,-1,,[1]
41116,-1,,[1]
12671,52000,928206.1402,[1]
19587,52000,2633147.804,[1]
26018,52000,68567673.16,[1]
18675,52000,2665850.987,[1]
40459,52000,1051247.657,[1]
-1,52000,5037617.069,[1]
39,52000,68229889.73,[1]
1,2738,30326085591,
11842,2881,38746048751,
13155,-1,,[1]
9017,2693,20693017787,
14940,52000,54188478.88,[1]
14152,52000,58007867.43,[1]
40510,52000,914147.3456,[1]
-1,52000,1059942.972,[1]
-1,2813,39634870993,
499,52000,60723539.68,[1]
-1,268,0.145872567,
13255,52000,2548990.254,[1]
242,52000,75753506.45,[1]
14501,52000,54437220.05,[1]
-1,2629,27202803666,
17155,-1,,[1]
26038,52000,1.70E+149,[1]
40914,52000,74222242.64,[0]
11307,52000,931131.1301,[1]
26113,52000,61770050.56,[1]
9017,52000,7.59E+148,[0]
16151,52000,59836179.84,[1]
2462,52000,73992250.09,[1]
24109,52000,76717868.23,[1]
-1,52000,70772972.19,
-1,2569,36872249757,
26072,52000,5275446.411,[1]
-1,52000,1.12E+148,[1]
26136,52000,74431141.09,[1]
26034,-1,,[0]
25862,52000,2694530.948,[1]
16244,2749,19392343135,
14484,52000,5.22E+149,[1]
-1,52000,2.54E+144,[1]
502,52000,3.80E+150,[1]
-1,52000,5.22E+149,[1]
-1,52000,3.27E+150,[1]
26162,52000,2.23E+148,[1]
18039,52000,2.33E+150,
-1,52000,74585307.11,[1]
-1,52000,1.03E+143,[1]
-1,2965,35302994908,
17583,-1,,[1]
15324,52000,1.52E+149,[1]
21802,52000,3.75E+150,[1]
-1,52000,59713829.61,[1]
-1,52000,985178.7042,[1]
-1,52000,2635120.429,[1]
-1,52000,2745776.468,[1]
26101,-1,,[1]
26706,52000,70850504.46,[1]
-1,52000,64247139.31,[1]
13459,52000,68938688.63,[1]
26434,52000,2580894.006,[1]
16626,-1,,[1]
26111,52000,7.41E+148,[1]
28526,52000,4.60E+149,[1]
36529,-1,,[1]
-1,52000,454160.8847,
-1,52000,56820010.37,[1]
24405,52000,4754857.889,[1]
242,52000,961868.1583,[1]
20428,52000,624.7120805,[1]
10932,52000,4930128.759,[1]
14441,52000,5746227.122,[1]
9043,52000,76794312.98,[1]
26250,-1,,[1]
-1,52000,956022.0104,[1]
26297,52000,8.00E+149,[1]
11073,52000,65285191.35,[1]
26217,-1,,[1]
25461,52000,1884.068205,[1]
13896,52000,3.79E+145,[1]
-1,52000,72248139.62,[1]
26158,52000,66479342.48,[1]
484,52000,60729143.28,[1]
28628,52000,60475173.82,[1]
-1,2613,25317481385,
-1,2609,32757876780,
26491,52000,5697183.789,[1]
13470,52000,74072405.22,[1]
18878,-1,,[1]
15138,52000,1091822.367,[1]
13519,-1,,[1]
-1,52000,2461842.394,
48802,52000,472258.9794,[1]
10607,52000,62765475.34,[1]
15853,-1,,[1]
19848,-1,,[1]
13091,52000,2.40E+145,[1]
9019,52000,4.40E+150,
14878,-1,,[1]
28772,52000,65302952.91,[1]
-1,52000,2.41E+149,
20219,52000,2606509.58,[1]
-1,2842,39637493968,
12906,52000,995640.5698,[1]
26155,-1,,[0]
11233,2918,19936141922,
13833,-1,,[1]
36000,-1,,[1]
12520,52000,1039887.759,[1]
9018,52000,986959.5734,[1]
44419,52000,921108.6651,[1]
685,52000,496765.6918,[1]
25845,-1,,[1]
8984,2857,19078605521,
48083,52000,1.44E+147,[1]
27750,52000,59572338.53,[1]
10785,52000,57427640.13,[1]
19355,52000,60188452.2,[1]
16112,52000,1.80E+149,[1]
26212,52000,68546866.9,[1]
254,52000,1095016.206,[1]
16678,52000,62422948.75,[1]
506,52000,500001.0616,[1]
-1,52000,1077491.369,[1]
26089,-1,,[1]
25866,52000,65132796.58,[1]
26121,52000,5.58E+150,[1]
11629,-1,,[1]
16108,52000,1.30E+150,[1]
-1,52000,7.98E+149,[1]
-1,52000,2405926.15,[1]
-1,3070,27646332928,
26144,52000,1.81E+150,[1]
2309,52000,1029958.505,[1]
24530,52000,2783611.851,[1]
25944,52000,463444.006,[1]
12225,52000,75196505.31,[1]
4707,-1,,[1]
17985,52000,477685.1313,[1]
8985,2893,18072285439,
15114,52000,5.73E+148,[1]
8987,2861,17983340505,
36577,52000,5.06E+148,[1]
17610,-1,,[1]
-1,52000,2551461.663,[1]
26157,52000,1009390.051,[1]
-1,52000,2.10E+149,[1]
-1,52000,55652470.98,[1]
-1,52000,1056989.604,[1]
-1,2641,27906723981,
25899,52000,58430165.39,[1]
7639,52000,1061324.285,[1]
26118,52000,64104808.32,[1]
39,52000,75399821.06,
-1,52000,61216940.19,[1]
11726,52000,56922029.54,[1]
305,-1,,[1]
-1,52000,69592087.84,[1]
-1,2641,27698897503,
18041,52000,54196824.82,
-1,716,0.060568283,
-1,52000,910951.1667,[1]
26097,52000,2437666.432,[1]
247,52000,5270334.893,[1]
-1,52000,506670.0208,[1]
36719,52000,964589.1286,[1]
6351,52000,70493146.41,[1]
-1,2941,28708092610,
-1,3030,35732932686,
12825,-1,,[1]
-1,52000,55973295.86,[1]
26092,52000,,[1]
13315,2817,41899293210,
300,52000,65608246.26,[1]
10827,52000,1012102.308,[1]
26006,52000,5024156.072,[1]
25710,52000,2420900.516,[1]
-1,52000,63515518.56,[1]
30512,-1,,[1]
24281,52000,6.14E+150,[1]
19826,52000,5503318.42,[1]
26175,52000,4.58E+150,[1]
484,-1,,[1]
26199,-1,,[1]
-1,2633,31162029301,
26653,52000,68525103.56,[1]
22112,52000,733.9327857,[1]
9018,2817,20593131409,
-1,52000,57704313.06,[1]
48639,-1,,[1]
-1,52000,67808415.69,[1]
-1,52000,75800552.49,
-1,52000,2444608.8,[1]
26220,52000,1.25E+148,[1]
14099,52000,68567971.84,[1]
18312,2605,26636338679,
-1,52000,57027314.37,[1]
-1,52000,68536533.71,[1]
-1,2581,32600409437,
-1,2870,42798101016,
11194,52000,2.29E+145,[1]
40344,52000,2375925.193,[1]
15275,52000,73573067.31,[1]
9012,52000,476825.6917,[1]
-1,2777,43526628045,
-1,52000,7.60E+146,[1]
-1,3066,44073859084,
242,52000,74692975.41,[1]
19482,52000,1.63E+143,[1]
16447,52000,72366519.01,[0]
26102,52000,2438305.235,[1]
25918,52000,5.98E+149,[1]
-1,2833,40223074214,
13497,52000,57031964.7,[1]
498,-1,,[1]
25751,-1,,[1]
16657,52000,55912562.85,[1]
26127,-1,,[1]
-1,52000,72649360.03,[1]
16471,52000,69152240,[1]
25861,52000,2449756.443,[1]
-1,52000,61801364.06,[1]
16692,52000,61044099.85,[1]
13699,52000,5793734.912,[1]
16654,-1,,[1]
25773,52000,5059040.669,[1]
26083,52000,68917180.73,[1]
-1,52000,5063145.542,[1]
17820,-1,,[1]
26085,52000,55632471.72,[1]
25909,-1,,[1]
-1,52000,5225455.489,[1]
24043,52000,73003806.7,[1]
-1,3058,35686814161,
36887,52000,945251.8198,[1]
-1,52000,55079177.71,
26032,52000,65286865.9,[1]
24020,52000,59871747.91,[1]
-1,2913,31966213385,
26911,-1,,[1]
-1,52000,75407195.07,[1]
26149,52000,57237834.77,[1]
11016,52000,62451898.01,[1]
10795,52000,73275806.47,[1]
-1,52000,2632127.256,[1]
-1,52000,9.54E+148,[1]
-1,52000,65405836.53,[1]
12579,52000,5697011.357,
25938,52000,4659058.335,[1]
25599,52000,2529782.599,[1]
11925,-1,,[1]
19212,630,76336378799,
26112,52000,62544408.86,[1]
10911,52000,2635286.723,[1]
295,-1,,[1]
17261,52000,63713904.82,[1]
13691,52000,936122.3622,[1]
-1,52000,60684634.91,[1]
25979,-1,,[1]
18208,52000,3.49E+143,[1]
-1,2533,32687666550,
26665,52000,2419981.026,[1]
18870,52000,4156196.813,[1]
16681,2769,39208540563,
9048,52000,69979482.95,[0]
15408,2937,32707071754,
